4.300000000000000000e+02,9.400000000000000000e+01
4.346335757575757839e+02,9.501292121212121344e+01
4.392491902233779228e+02,9.602171351446570213e+01
4.438480814285228462e+02,9.702665173755919170e+01
4.484314578923182921e+02,9.802800413747235098e+01
4.530004994751034815e+02,9.902603258556800370e+01
4.575563582075904492e+02,1.000209927530204936e+02
4.621001590973608586e+02,1.010131342902530349e+02
4.666330009131551719e+02,1.020027010014343603e+02
4.711559569475726335e+02,1.029899310141723987e+02
4.756700757587836392e+02,1.039750569445387214e+02
4.801763818918395259e+02,1.049583060575538411e+02
4.846758765801479854e+02,1.059399004232597861e+02
4.891695384276671916e+02,1.069200570685029561e+02
4.936583240723560948e+02,1.078989881245467046e+02
4.981431688314030453e+02,1.088769009706299045e+02
5.026249873287411560e+02,1.098539983735844316e+02
5.071046741053436904e+02,1.108304786236214454e+02
5.115831042127802561e+02,1.118065356663932448e+02
5.160611337905000937e+02,1.127823592314344836e+02
5.205396006272965224e+02,1.137581349570836977e+02
5.250193247073934799e+02,1.147340445119833277e+02
5.295011087415834936e+02,1.157102657132535342e+02
5.339857386838340290e+02,1.166869726414326465e+02
5.384739842337668279e+02,1.176643357522744395e+02
5.429665993254060368e+02,1.186425219854897648e+02
5.474643226025767717e+02,1.196216948705179419e+02
5.519678778813273539e+02,1.206020146294107178e+02
5.564779745997374221e+02,1.215836382769092552e+02
5.609953082554643515e+02,1.225667197177926937e+02
5.655205608313691528e+02,1.235514098415741699e+02
5.700544012095564312e+02,1.245378566146185619e+02
5.745974855741504825e+02,1.255262051697537800e+02
5.791504578031227766e+02,1.265165978934456206e+02
5.837139498494765348e+02,1.275091745106042254e+02
5.882885821120859191e+02,1.285040721670882817e+02
5.928749637964783687e+02,1.295014255099712273e+02
5.974736932658420301e+02,1.305013667656319569e+02
6.020853583825301030e+02,1.315040258157308699e+02
6.067105368403289276e+02,1.325095302711301883e+02
6.113497964877474260e+02,1.335180055438162299e+02
6.160036956425790322e+02,1.345295749168790849e+02
6.206727833979796287e+02,1.355443596126043815e+02
6.253575999202996627e+02,1.365624788587294631e+02
6.300586767388999760e+02,1.375840499529157057e+02
6.347765370281762216e+02,1.386091883254865138e+02
6.395116958820090076e+02,1.396380076004794830e+02
6.442646605808523645e+02,1.406706196550599088e+02
6.490359308516657393e+02,1.417071346773415144e+02
6.538259991208896054e+02,1.427476612226585075e+02
6.586353507606598896e+02,1.437923062683327373e+02
6.634644643284485710e+02,1.448411752669774444e+02
6.683138118003162162e+02,1.458943721983789032e+02
6.731838587979527802e+02,1.469519996199951493e+02
6.780750648096816349e+02,1.480141587161108987e+02
6.829878834055947436e+02,1.490809493456856103e+02
6.879227624469822331e+02,1.501524700889312385e+02
6.928801442902158669e+02,1.512288182926552338e+02
6.978604659852409213e+02,1.523100901144026977e+02
7.028641594688260739e+02,1.533963805654314285e+02
7.078916517527164842e+02,1.544877835525516900e+02
7.129433651068327435e+02,1.555843919188627353e+02
7.180197172376516619e+02,1.566862974834158990e+02
7.231211214619021348e+02,1.577935910798343002e+02
