4.300000000000000000e+02,9.400000000000000000e+01
3.870000000000000000e+02,2.900000000000000000e+01
3.920000000000000000e+02,4.200000000000000000e+01
4.920000000000000000e+02,4.650000000000000000e+02
8.650000000000000000e+02,2.020000000000000000e+02
6.280000000000000000e+02,5.400000000000000000e+01
8.860000000000000000e+02,1.250000000000000000e+02
1.195000000000000000e+03,3.250000000000000000e+02
8.180000000000000000e+02,1.600000000000000000e+02
3.290000000000000000e+02,4.450000000000000000e+02
4.650000000000000000e+02,3.050000000000000000e+02
3.790000000000000000e+02,1.800000000000000000e+01
1.080000000000000000e+03,1.930000000000000000e+02
7.850000000000000000e+02,1.330000000000000000e+02
1.055000000000000000e+03,3.190000000000000000e+02
1.980000000000000000e+03,3.950000000000000000e+02
1.302000000000000000e+03,1.520000000000000000e+02
2.401000000000000000e+03,3.880000000000000000e+02
1.733000000000000000e+03,1.600000000000000000e+01
1.039000000000000000e+03,3.610000000000000000e+02
1.568000000000000000e+03,2.250000000000000000e+02
2.042000000000000000e+03,4.150000000000000000e+02
2.582000000000000000e+03,1.900000000000000000e+02
1.534000000000000000e+03,2.660000000000000000e+02
1.936000000000000000e+03,5.610000000000000000e+02
2.775000000000000000e+03,1.100000000000000000e+02
1.470000000000000000e+03,3.080000000000000000e+02
2.130000000000000000e+03,2.560000000000000000e+02
1.485000000000000000e+03,1.003000000000000000e+03
2.080000000000000000e+03,1.620000000000000000e+02
2.231000000000000000e+03,2.390000000000000000e+02
1.785000000000000000e+03,6.200000000000000000e+01
2.704000000000000000e+03,7.900000000000000000e+01
1.337000000000000000e+03,4.990000000000000000e+02
7.470000000000000000e+02,1.760000000000000000e+02
1.952000000000000000e+03,2.190000000000000000e+02
1.478000000000000000e+03,7.210000000000000000e+02
1.460000000000000000e+03,3.670000000000000000e+02
1.577000000000000000e+03,2.000000000000000000e+00
9.550000000000000000e+02,9.900000000000000000e+01
1.332000000000000000e+03,1.490000000000000000e+02
1.113000000000000000e+03,4.030000000000000000e+02
2.001000000000000000e+03,6.160000000000000000e+02
1.418000000000000000e+03,4.460000000000000000e+02
1.752000000000000000e+03,2.300000000000000000e+01
6.800000000000000000e+02,6.050000000000000000e+02
